label,sentence
-1,day wear home shoe exhaust
1,eye start hurt tweet tour update send
1,sunday morning cream cheese
1,boy dad
1,day time miss forget haha remember
-1,day swim run park spend
-1,pool day watch afternoon join movie haha
-1,day dance boy song band
-1,hour god hope sleep mood
1,girl boy
1,bing google http iphone post
-1,hear http night check view
-1,watch video
1,bring miss people news
-1,girl call
1,mom lol soo
-1,thx love tweet heart
-1,hour wait guy birthday
1,mind sleep plan
1,tummy hurt didnt day home stop feed
-1,hate time
-1,math homework lol exam tomorrow job call lady
-1,start list bit couple
1,bank day chillin home kinda trip
-1,box buy bed
1,laugh love
-1,mum watch fun hope lot
-1,rest peace
-1,bring food baby sit mother garden
-1,shopping buy rain head
-1,movie haha love
1,kid leave play myspace blog
1,sun catch time lol hit top hehe
1,babe miss bunch sleep
1,hell bed headache
-1,day world mother lol lady
1,home test stick
-1,waste time suck kinda call movie dance hand
-1,blame lol guess
1,day joke haha
-1,wait exam finish
1,life race rain
1,reason start people understand
-1,life buy http bit love
-1,tonight saturday eat hope update
-1,youtube hope night finish
-1,hit time finish dream event
1,sell start time car leg bday
-1,ugh people
-1,fun cousin hope haha
1,son hope boy shirt
1,sun feel home shine
-1,tonight watch hahaha eye
1,wknd day shit time stuff bug fave
1,tennis play suck wius
1,time phone forget call dinner
-1,dont night plan
-1,hear time song hope love
1,kick wait pack
-1,day lol
1,walk rain
-1,sell store
-1,guess bit
1,day die call haha
1,time drive yeah morning tomorrow
-1,day twitter lol gonna
-1,age lol answer gunna
1,run friend bore
-1,day support
-1,day couple hang
-1,plan lol umm music
1,sigh miss read message
1,week weather
-1,shower home
-1,mine day woohoo celebrate drink birthday
-1,bring morning peep star dream listen bus
-1,home update
1,happen day hand
1,miss call lady
1,live song play king leon sound
-1,home drive road test
1,friday miss online
-1,hahaha night suck ass
1,party food http gonna
1,waste day fall
1,feel question
1,pass hope kill
1,life day computer
-1,online wait cat fun
-1,start hurt bit gonna tooth
1,download song video
1,talk day world boy haha miley
-1,day follow song head
1,hurt gonna sleep
-1,sun sunday enjoy lol hope chill chance
1,time feeling
-1,follower pay day vip add train
-1,ppl life read article
-1,hahaha song cry
-1,wedding hope stuff
-1,fan tomorrow
-1,wife time anniversary wedding phone bear check
1,wow http bit love buy money sim trailer
-1,singer love meet lol dont country sing music
1,sit seat
1,lol stick
1,dance wait moon
1,day wait
-1,online wait job update
1,rest stop enjoy lol taste body nite
1,hat wear
-1,hate hope love fav
1,kick ass lol sit chair floor fall kinda
1,lil bro night call
-1,house day hope
1,hate feel morning
1,listen dad
-1,day hope
-1,day yesterday load fun
-1,run hurt mile
-1,swear day story bore
-1,word time http vote votetom bit tom
-1,week day night race support
-1,session day tip website list twitter picture profile
-1,ppl fun load
1,sit drink
1,watch fall video
1,week july food miss home
1,game play
1,angel demon phone tweet hope
-1,kick love http shop smell
1,stay twitter
-1,stuff game tweet
1,time game laker tho baseball
1,baby day time night bed birthday
-1,boom pow friday bit
-1,bring boy
-1,word talk love fave
-1,party weekend house
1,night test tomorrow
1,dont talk
1,lil bit throw
-1,life miss lol surprise
1,happen dont
-1,people love test
-1,follow join twitter
-1,shot love game play heart
-1,rest read chapter story
-1,return tomorrow bit
1,family france air
-1,party sister blast birthday
1,move house tomorrow cousin play
1,bitch night sit fun blog bet
1,hit dog drive people aww figure
1,eye watch laker
-1,yay gonna cos
1,shit lol album
-1,city sex watch stop
-1,yay bring buy movie tear eye trailer
-1,care twitter decide
1,hope plane
-1,hair day love roll cousin gotta rock
1,leave cat heart
-1,vid watch http bit bout leave lunch check dad
1,miss break
-1,hit day play
-1,day design website lol
1,walk hate home call
1,life mom fuck break
-1,shorts wear
1,tweet iphone
1,hope friend tomorrow birthday gift
-1,week song love
1,care friend hug
1,bring miss hope people mind change follow
-1,vid http bit mtv award movie
-1,yay twitter
-1,sister call
-1,fun spend
-1,story leave feel evening
1,listen watch brother guy
-1,move night love line
-1,hear guy david
-1,day call tomorrow birthday
1,yep time ugh sleep love fml
-1,tonight home camp
1,weekend watch school gonna chat
1,block lol bother talk guy myspace
1,cav lebron lose kobe
1,hurt eat stomach dad dinner
-1,guy night store
-1,hey http bit sale
-1,sun book sit lunch feel fun tho relax
-1,follower pay day vip add train
1,hate miss fun haha
-1,ppl watch
-1,home gonna
-1,friday saturday fun night lol
-1,lil morning run
1,sister wake tire
1,stand time
-1,friday night morning tomorrow
1,word day mark weather
-1,wait car love
-1,follower pay day vip add train
1,watch school
-1,house eat love cheese mac
1,time leave feel office
1,prob haha home
-1,http picture
-1,hear video
1,day memorial mon trip
-1,sister mom friend love god
1,eat taste
1,hour bed sleep tomorrow nite
-1,goin lol glass omg video
1,win hope
-1,ppl guess lol ipod huh shut win
-1,hope gonna haha send
1,happen hope mind info btw
1,weekend feel fun hang tho dont goin
1,miss tweet sign tomorrow
-1,bing search watch http video
-1,house hour follow
-1,miley award cyrus vote choice
1,aww hope hand
-1,share twitter talk
-1,day time decide alot
-1,celebrate birthday
-1,tune listen fun
1,life day drink gotta sleep energy mornin havin
-1,series hope facebook friend
1,damn leave
1,buy leave phone miss haha sim
-1,time listen enjoy school music
1,leave morning tomorrow
1,day afternoon
-1,walk eat food gotta
1,tonight til wait guess gotta post
1,time bet bed
-1,tonight fun forget bit
1,suck leave food wanna damn
-1,tea love enjoy stick
1,ass wait lol tomorrow school
1,ugh miss love
1,stop school
1,hate drive
1,day time miss epic
1,drive dad
-1,peace hope hour breakfast
-1,brighten day hear night love morrow
-1,time crap car love
1,tonight stop miss cry dad eye
-1,happen gonna rock
-1,day bug
1,dont lol
1,hahaha hate weekend
-1,time babe lol hang
-1,time mom lol joke memory
1,boy omg guy
-1,lol hope love
1,boom pow day revise play
1,live house time miss night realize fuck
1,dude home lol awww touch stay def
-1,luv lol sleep wake break nite
-1,bed gonna
-1,swift taylor
1,start blog
-1,dog hope
-1,live dream people
1,hair week miss hope
1,follow music
1,summer hear jam lol cry jay
-1,weekend week god
-1,miss guess
1,wait upload
1,tonight hurt car leg
-1,dream read bed lol
1,week listen wanna bed
-1,hear suck kid album twitter news voice love
-1,girl lol post
-1,day stuff idea home client spend
1,watch travel
1,phone message call
1,half miss hear laugh
-1,fam love pick omg fight cousin
-1,tweet friend link video
-1,star trek song cry
-1,cream ice
1,meet guy call win donniewahlberg
1,beach time tan lol burn
1,day jesus follow god traffic
-1,live hour drive love run hehe jona
1,beach week rain hope stuff stop mom couple pour
-1,eye http check bit video
-1,tonight run watch
-1,follower day tweet wait
1,storm lol hey house miss laker line
1,kid mom
1,rest day home site
-1,beach day sleep haha school
1,wait leave night check
-1,friday school finish
-1,party time tea finish
1,walk miss morning
1,hurt leave god throat hope bit dad
1,vote people
-1,hehe hope plan rain change tomorrow
-1,mine day wait love mother piece enjoy tweet grrr store
1,weather stick
-1,week day hope
1,suck food exam chemistry
1,summer tour gonna
1,time tweet night
-1,dress wedding wear friend
1,text twitter update wont cuz
1,channel watch song post
-1,day watch afternoon miss sunshine
1,yay tonight hate dont
-1,time mood
-1,month school
-1,shoot love life twitter play
1,realize people
-1,party throw bday
-1,swift listen taylor
1,twitter photo post
1,answer question
1,bus leave minute
-1,ppl dont love worry tom
1,sun cream ice
-1,eat cereal
1,dont day plan shut
1,gonna friend gettin
1,til lol mum dvd
-1,http bit web video
-1,time photo
1,party wait mom class teacher
-1,catch hope
-1,fam home movie hang
-1,tonight dream sleep bout
1,yay house time bed move
1,hour coffee crap feel sleep morning drop
-1,girl hurt bed throat nite
1,kid feel church sleep tomorrow
-1,girl lol beat
-1,god hope send
-1,boy lol
-1,party tomorrow
1,awww day talk eat call pizza
1,egg eat cat fall
1,sigh wait miss til gonna airport ugh
1,summer hate guy love service
-1,time tweet guy park
1,day sleep exhaust
-1,kick ass
-1,ppl lol
1,feel fun sleep wake
-1,realize play gonna stop write
-1,tweet movie haha
1,lunch food
1,yesterday buy itune
1,hey mom friend
1,gunna lol play
1,hour boy stay reply
1,hate start rain lol school touch ohh
1,ass miss home stop stay
1,feel bed headache
1,miss night movie tire
-1,tonight star day watch omg call war film
-1,move party house cat
1,stuff win
1,cross lol ive play
1,house feel
-1,goodness day love
-1,week time grow feed
-1,enjoy friend
-1,mind haha love mom
-1,girl call gonna
1,online watch screen dvd
-1,hun hey hope talk miss
-1,dont forget cuz
1,move party house bed sleep cousin decide
-1,tweep morning yesterday
1,move day job home
1,talk world bore
1,buy home trip weather
-1,lot cuz
-1,field day city dog
-1,coffee http bit love check mood bar
1,week time phone miss twitter home gonna morning tomorrow
1,friday miss
-1,meet fun hope yeah lot
1,sell stuff guy love kinda shop
1,week night movie morning
1,word time feel waste energy
-1,lil wait bore tomorrow
-1,follower pay day vip add train
1,time size
-1,friday love ice
1,happen week day exam
1,return hope gig night
-1,house job
-1,hour lol
1,meet stop
1,time job bed
1,feel headache
-1,word hey time tomfelton http spread vote votetom bit
1,yay buy omg song gonna love ipod tho mitchelmusso
1,yay brother album jona
1,meet love sort london
-1,loss weight lose win
1,day dream feeling feel throat wake
1,background change twitter stop
1,weekend day stick
-1,wait http people bit
1,tooth wisdom
1,move miss twitter hey spam
-1,party leave wednesday
-1,leave fly
1,rest day guy listen feeling forget
-1,feel hand
1,kick ass hate feeling head heart
-1,girl kid http hope photo
1,yay miss haha bout visit
-1,party stay tomorrow dinner
-1,shit lol celebrate bday buddy goodnight
1,time bar guy
-1,eye haha
1,tour haha date play
1,start world job friend sleep tomorrow
-1,word tweet
-1,listen night itune music breakfast homework
-1,singing day coffee listen enjoy cup bird friend morning
-1,pull feel pain haha ice
-1,day forget school remember
-1,pass test
1,read yesterday hope
1,water http weather
-1,thx lol race bout hour start
-1,sunday enjoy walk run battery
1,sell concert ticket jonasbrothers
1,family visit
1,hear watch fun voice
-1,vote lol love
1,moment love leave drink
-1,watch god enjoy http idol
-1,hit morning session
-1,laptop internet lol background change
-1,life talk people
1,card day hope head sign school
1,hear fun
-1,listen finish
-1,decide wait
1,live happen
-1,dream time world leave
1,family prayer http hope myloc
1,hear phone haha idk
1,mtv watch award movie
1,weekend talk morning msn
1,eat sleep tomorrow dinner nite
1,meet plan haha bout date
-1,chocolate day milk start glass donut hand
-1,follower lol doubt fun college chick
1,happen guess meet
1,talk hour time miss fly gosh
1,live hope cat post
1,life start twitter bit haha yeah
-1,book read world
-1,mall lol leave twitter school tomorrow
